Keyword,Count,Percentage
"worker’s own earnings patterns and hours not relevant",1,0.01
"policy 18-02-08 consistent with statutory scheme",1,0.01
"specific criteria applied | workplace health and safety",1,0.01
"earnings basis (apprentice)",1,0.01
"determination of average earnings of journeyperson roofers employed by the employer at injury time",1,0.01
"wsia s. 53 and o. reg. 175/98, s. 16 applied",1,0.01
"employer data showed journeyperson rates of $24 and $26 per hour",1,0.01
"average set at $25 per hour",1,0.01
"appeal allowed | evidence",1,0.01
"tribunal assessment",1,0.01
"weight of evidence on wage rates",1,0.01
"whether employer correspondence or worker’s affidavit is more reliable",1,0.01
"2020 employer letters about apprentice or “apprentice/journeyman” given little weight",1,0.01
"worker’s hearsay-based affidavit given little weight",1,0.01
"2023 employer journeyperson wage information accepted as most reliable",1,0.01
"employer 2023 data accepted",1,0.01
"whether the worker is entitled to benefits for work-related nihl under wsia s. 13 and policy 16-01-04",1,0.01
"significant contribution applied",1,0.01
"benefit of the doubt under s. 124(2) considered",1,0.01
"noise exposure sufficient but remaining criteria unmet",1,0.01
"no entitlement to occupational nihl",1,0.01
"audiometric pattern",1,0.01
"whether the worker’s audiometric pattern is consistent with noise-induced sensorineural hearing loss",1,0.01
"low and mid-frequency loss inconsistent with nihl",1,0.01
"absence of 4000 hz notch",1,0.01
"post-retirement deterioration not attributable to workplace noise",1,0.01
"wsiat medical discussion paper considered",1,0.01
"entitlement for nihl denied | workplace health and safety",1,0.01
"derivative entitlement",1,0.01
"does entitlement for tinnitus require an allowable claim for occupational nihl?",1,0.01
"nihl not established under policy 16-01-04",1,0.01
"wsib policy package on tinnitus referenced",1,0.01
"no independent entitlement absent allowable nihl claim",1,0.01
"no entitlement to tinnitus",1,0.01
"whether the worker is entitled to full loe from august 31, 2021 to march 14, 2022",1,0.01
"causal link between injury and wage loss assessed",1,0.01
"significant contribution and benefit of the doubt considered",1,0.01
"post‑injury mri and surgery weighed",1,0.01
"wsia, s. 40",1,0.01
"were the employer’s modified duties suitable given l5‑s1 disc extrusion and evolving restrictions?",1,0.01
"sustainability and safety of modified work evaluated",1,0.01
"cooperation in health care measures recognised",1,0.01
"resignation found causally related to compensable injury",1,0.01
"medical management",1,0.01
"back and neck specialty program",1,0.01
"acceptance and effect of bnsp recommendations dated november 22, 2021",1,0.01
"temporary restrictions and pain management outlined",1,0.01
"board acceptance of recommendations noted",1,0.01
"compatibility with accident history and mri findings confirmed",1,0.01
"recommendations accepted | workplace health and safety",1,0.01
"partial benefits and work transition",1,0.01
"wsia, ss. 42, 43",1,0.01
"is the worker entitled to partial loe beyond may 27, 2022 and an lmr assessment?",1,0.01
"actual post‑surgery earnings considered",1,0.01
"permanent restrictions and mmr timing addressed",1,0.01
"need for labour market re‑entry assistance identified",1,0.01
"partial loe granted and lmr assessment ordered",1,0.01
"appropriate quantum of nel award for low back",1,0.01
"application of pre-1997 act s. 42 and wsia s. 102 with ama guides 3rd ed.",1,0.01
"tables 49, 53, 60 and 61 applied, combined values chart used",1,0.01
"range of motion and sensory deficits converted to whole person",1,0.01
"nel re-determination at 16 percent confirmed",1,0.01
"weight of evidence at mmr",1,0.01
"whether physiotherapy report distant from mmr should affect nel",1,0.01
"preference for november 2023 range of motion findings closest to mmr over september 2025 report without measured degrees or formal tools",1,0.01
"neurologist’s post-surgery note used for sensory deficits",1,0.01
"contemporaneous medical evidence preferred",1,0.01
"clarifications and threshold",1,0.01
"whether the worker’s clarification request should be treated as a reconsideration",1,0.01
"high threshold for reconsideration under practice direction #27 and wsia s. 129",1,0.01
"finality of wsiat decisions under wsia s. 123(4)",1,0.01
"no fundamental error of law or process shown",1,0.01
"re‑argument insufficient",1,0.01
"reconsideration application dismissed | workplace health and safety",1,0.01
"whether post‑injury dividend income forms part of actual earnings for partial loe",1,0.01
"application of opm doc. no. 18‑02‑08 to independent operator and executive officer",1,0.01
"tax assessments confirm dividends received after 2020",1,0.01
"inclusion of dividend income in actual earnings upheld",1,0.01
"partial loe benefits confirmed | workplace health and safety",1,0.01
"jurisdiction and 72‑month review",1,0.01
"whether tribunal can address loe review after 72 months based on significant deterioration",1,0.01
"wsia s. 44(2) final review and s. 44(2.1) exceptions raised",1,0.01
"issue not before tribunal in current reconsideration",1,0.01
"worker directed to raise with wsib",1,0.01
"jurisdiction declined | procedure",1,0.01
"new evidence and errors",1,0.01
"whether new evidence or errors justify reconsideration of decision no. 523/23r2",1,0.01
"no fundamental error of law or process identified",1,0.01
"post‑hearing tax records considered and do not alter outcome",1,0.01
"medical materials post‑dating hearing not determinative on reconsideration",1,0.01
"finality principle engaged",1,0.01
"reconsideration denied",1,0.01
"entitlement to loe from january 12, 2011 to april 22, 2012",1,0.01
"traumatic mental stress policy applied",1,0.01
"ptsd diagnosis supported by mental health assessments",1,0.01
"dsm criteria considered",1,0.01
"full loe allowed for authorised absence",1,0.01
"entitlement to loe from january 25, 2013 onwards",1,0.01
"whether symptoms in 2013 were related to compensable ptsd",1,0.01
"treatment records and authorisation reviewed",1,0.01
"loe payable until return-to-work timeframe identified",1,0.01
"whether loss of earnings arose from compensable ptsd rather than non-compensable workplace stressors",1,0.01
"wsiat causation test applied",1,0.01
"medical discussion paper on ptsd and dsm criteria referenced",1,0.01
"workplace difficulties found manifestations of compensable condition",1,0.01
"entitlement recognised",1,0.01
"benefit period",1,0.01
"termination of entitlement",1,0.01
"determination of loe end date in 2013",1,0.01
"whether continued absence after may 10, 2013 was authorised for ptsd",1,0.01
"evidence of unrelated medical issues and lack of mental health authorisation",1,0.01
"loe ceased after may 10, 2013",1,0.01
"no entitlement beyond that date",1,0.01
"adjournments",1,0.01
"wsiat practice direction #23",1,0.01
"whether to adjourn the scheduled oral videoconference hearing due to post‑concussion symptoms",1,0.01
"strict adjournment policy applied to protect full and fair hearing",1,0.01
"employer consent noted and prejudice absent",1,0.01
"worker summary report and ongoing symptoms considered",1,0.01
"adjournment request granted | procedure",1,0.01
"hearing formats",1,0.01
"wsiat practice direction #5",1,0.01
"whether to convert from an oral videoconference to a written hearing",1,0.01
"issues not usually suitable for written determination under s. 5.3",1,0.01
"oral hearing preferred for suitability of accommodated duties and loe entitlement",1,0.01
"medical record does not establish future inability to participate",1,0.01
"request to convert hearing format refused | procedure",1,0.01
"evidence on procedural motions",1,0.01
"whether the medical documentation is adequate to justify adjournment and a change of hearing format",1,0.01
"worker summary report dated and general, further assessments recommended",1,0.01
"no specific opinion on ability to participate with accommodations",1,0.01
"sufficient for adjournment, insufficient for permanent format change",1,0.01
"adjournment granted, format change denied | procedure",1,0.01
"whether to place appeal inactive pending updated medical information",1,0.01
"oral hearing preferred, but current participation uncertain",1,0.01
"updated neurological status required to assess future format",1,0.01
"file management consistent with fairness and efficiency",1,0.01
"appeal placed in inactive status for three months",1,0.01
"whether neck condition was caused by the september 15, 2018 accident",1,0.01
"compatibility of diagnosis with accident history under opm 11-01-01",1,0.01
"medical evidence of degenerative changes and symptoms linked to modified duties rather than accident",1,0.01
"statutory presumption in wsia s. 13(2) inapplicable to disablement",1,0.01
"entitlement for neck injury denied | workplace health and safety",1,0.01
"low back sprain and strain",1,0.01
"does entitlement continue beyond january 11, 2019",1,0.01
"continued restrictions and treatment into late 2019 established",1,0.01
"significant improvement by january 2020 and return to regular duties found",1,0.01
"causation assessed on significant contribution test from tribunal jurisprudence",1,0.01
"entitlement extended to january 6, 2020 | workplace health and safety",1,0.01
"nel",1,0.01
"whether permanent low back impairment exists and nel assessment is warranted",1,0.01
"opm 11-01-05 criteria for permanence and maximum medical recovery applied",1,0.01
"no ongoing work-related impairment after january 2020",1,0.01
"nel determination not available in absence of permanent impairment",1,0.01
"nel assessment refused",1,0.01
"whether the worker has initial entitlement to benefits for psychotraumatic disability",1,0.01
"policy 15-04-02 applied to organic and reactive conditions",1,0.01
"need for causal link to accident or permanent impairment and continuity before physical recovery",1,0.01
"non-compensable pain and social stressors identified",1,0.01
"entitlement denied, appeal dismissed | workplace health and safety",1,0.01
"application of the balance of probabilities as modified by wsia s.124(2)",1,0.01
"significant contribution causation test referenced",1,0.01
"evidence not in equipoise, significant contribution not established",1,0.01
"appeal dismissed | evidence",1,0.01
"whether medical evidence establishes a causal relationship between workplace injury or right hand impairment and psychotraumatic disability",1,0.01
"psychologist’s report dated long after recovery, onset not identified",1,0.01
"consultation note not probative of causal link",1,0.01
"clinical notes omit right hand or wrist impairment",1,0.01
"causal connection not proven, appeal dismissed | procedure",1,0.01
"res judicata",1,0.01
"prior decisions",1,0.01
"whether res judicata prevents revisiting findings made in prior tribunal decisions",1,0.01
"prior determinations on recovery and chronic pain applied",1,0.01
"tribunal has no jurisdiction to overturn a prior final decision concerning the same issue",1,0.01
"argument rejected, appeal dismissed",1,0.01
"whether the employer is entitled to an increase above 50 percent",1,0.01
"application of wsia s. 98 and policy 14-05-03 matrix",1,0.01
"accident minor and pre-existing conditions of minor significance",1,0.01
"quantum of cost transfer assessed",1,0.01
"sief entitlement established but increase not warranted",1,0.01
"classification under policy 14-05-03",1,0.01
"slip and fall on icy sidewalk while walking",1,0.01
"no added force, no load carried, delayed treatment, early return to work",1,0.01
"expected to cause non-disabling or minor disabling injury",1,0.01
"accident severity found minor",1,0.01
"50 percent sief cost relief confirmed | workplace health and safety",1,0.01
"medical significance and prolongation",1,0.01
"obesity, hypertension, mild l4-5 degenerative disc disease",1,0.01
"whether conditions were of moderate significance and prolonged or enhanced disability",1,0.01
"no pre-accident symptoms, mild imaging, hypothetical prolongation noted",1,0.01
"conditions characterized as minor",1,0.01
"increase in sief relief refused",1,0.01
"are the sos of other customer and information services representative and other service support occupations suitable?",1,0.01
"wsib policy 19-02-07 and 19-02-10 considered",1,0.01
"noc 6552 and 6742 physical demands exceed right knee restrictions",1,0.01
"driving tolerance and rural labour market assessed",1,0.01
"sos found not suitable",1,0.01
"was the worker capable of earning any income in suitable employment as of july 18, 2022?",1,0.01
"wsia, s. 43 applied to loe",1,0.01
"restrictions, age, cane use, and local labour market weighed",1,0.01
"worker found unemployable on balance of probabilities",1,0.01
"full loe benefits from july 18, 2022 awarded",1,0.01
"entitlement to full loe benefits from august 16, 2018",1,0.01
"whether the worker could sustain any employment due to combined physical and psychotraumatic disability",1,0.01
"wsia, s. 43 applied, medical and vocational evidence reviewed",1,0.01
"cpp‑d entitlement noted as supporting evidence",1,0.01
"appeal allowed, full loe benefits awarded | workplace health and safety",1,0.01
"labour market re‑entry",1,0.01
"suitability of inventory clerk occupation",1,0.01
"whether so required skills exceeding the worker’s education and aptitudes",1,0.01
"reading and math below required levels, secondary school not completed",1,0.01
